,CensusTract,State,County,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
97,51650010309,Virginia,Hampton,1,4479,1878,0,0,0,1,1,1,0,0,1,13.4,56429,1,1,1,1,1,0,0,0,1214.547677,3607.26018,1214.547677,438.6600342,1283.929382,438.6600342,3607.26018,0.805371775,1283.929382,0.286655365,837.2356225,0.186924676,254.9761663,0.05692703,1496.985928,0.334223248,1792.481363,0.400196777,79.9701325,0.017854461,4.363030925,0.000974108,20.65504719,0.004611531,212.8046564,0.047511645,189.377477,0.042281196,80.87361445,0.043063692,148.4959561,0.079071329,1214.547677,0.27116492,438.6600342,0.097937047,275.6043865,0.061532571,127.7013778,0.028511136,611.3883458,0.136501082,517.8687851,0.115621519,35.34445713,0.007891149,0,0,4.605173239,0.00102817,45.34092858,0.010123003,41.99814167,0.009376678,26.0336193,0.013862417,45.64436253,0.024304772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576,1029,362,1990,2112,91,10,24,252,242,92,170
98,51650010310,Virginia,Hampton,1,4310,1829,0,7,0.0016241,0,0,0,0,0,0,5.2,70778,0,1,0,1,0,0,0,0,15.66649437,2944.581412,15.66649437,1.820571184,622.3766952,1.820571184,2944.581412,0.683197544,622.3766952,0.144402946,645.8693816,0.149853685,429.146265,0.099569899,1429.88134,0.331759012,1289.284006,0.29913782,119.6399635,0.027758692,0.907885168,0.000210646,8.296057038,0.001924839,96.57215024,0.022406531,121.517274,0.028194263,26.82850018,0.014668398,50.57025907,0.02764913,15.66649437,0.003634917,1.820571184,0.000422406,3.963811874,0.000919678,3.208800077,0.000744501,12.45769501,0.002890416,3.020047188,0.000700707,0,0,0,0,0,0,0.188752949,4.37942E-05,0.188752949,4.37942E-05,0,0,0.261729211,0.0001431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928,897,718,2253,1749,160,2,9,137,164,37,75
99,51650010311,Virginia,Hampton,1,4421,1815,0,0,0,0,0,0,0,0,0,14.3,79769,0,1,0,1,0,0,0,0,0,1925.670777,0,0,442.7254456,0,1925.670777,0.435573575,442.7254456,0.100141472,475.4413794,0.107541592,186.9828259,0.042294238,816.77275,0.184748417,944.1781656,0.213566651,47.05507513,0.010643537,9.581583146,0.002167289,4.577834804,0.001035475,103.5053701,0.023412208,82.71528366,0.018709632,25.26841,0.013921989,94.80991226,0.052236866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061,1108,330,1721,2335,103,16,16,230,215,63,211
100,51650010312,Virginia,Hampton,1,3374,1259,0,0,0,0,0,0,0,0,0,7.7,64713,0,1,0,1,0,0,0,0,0,3262.578765,0,0,799.7084252,0,3262.578765,0.966976516,799.7084252,0.237020873,780.6291516,0.231366079,477.3121973,0.141467753,2297.37284,0.680904813,713.4906994,0.211467309,66.92178035,0.019834553,3.99999987,0.001185536,8.999999705,0.002667457,171.7934515,0.05091685,127.3465617,0.037743498,31.22681992,0.024802875,39.63491636,0.031481268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,804,487,2366,751,68,4,9,176,128,37,42
101,51650010313,Virginia,Hampton,1,6673,3586,0,248,0.0371647,0,1,0,1,1,1,14.1,38500,0,1,0,1,0,0,0,1,0,2252.301481,0,0,1330.827992,0,2252.301481,0.337524574,1330.827992,0.199434736,482.263534,0.072270873,115.7518556,0.017346299,598.1896226,0.089643282,1466.490699,0.219764828,43.00463507,0.006444573,0.039974085,5.99042E-06,9.726771583,0.001457631,134.8497705,0.020208268,165.9429875,0.024867824,219.2143776,0.061130613,175.5584649,0.048956627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2833,1146,821,2124,3935,158,6,29,421,438,528,507
102,51650010314,Virginia,Hampton,1,1852,788,0,0,0,0,0,0,0,0,0,9.1,74871,1,1,1,1,1,0,0,0,966.4792924,1757.545058,966.4792924,241.6198231,366.1736674,241.6198231,1757.545058,0.948998412,366.1736674,0.197717963,367.0967123,0.198216367,146.1239792,0.078900637,783.2261199,0.422908272,842.4250553,0.45487314,42.31884846,0.02285035,4.000000254,0.002159827,3.874122499,0.002091859,81.70090978,0.044114962,72.73403183,0.039273235,54.4991623,0.069161373,57.41849116,0.072866106,966.4792924,0.521857069,241.6198231,0.130464267,178.1238003,0.096179158,72.71561984,0.039263294,645.1287876,0.348341678,242.1218336,0.130735331,27.00000047,0.014578834,4.000000254,0.002159827,2.537204802,0.001369981,45.69147095,0.024671421,40.12771924,0.021667235,42.77962314,0.054288862,34.99480595,0.044409652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,385,159,809,907,44,4,4,84,77,56,62
103,51650010400,Virginia,Hampton,1,6628,2714,0,0,0,0,1,0,1,1,1,22.6,54398,0,1,0,1,0,0,0,1,0,3913.235282,0,0,1501.61692,0,3913.235282,0.590409668,1501.61692,0.226556566,882.3475176,0.133124248,791.2915648,0.119386175,746.1371863,0.112573504,2960.745668,0.446702726,50.545278,0.007626023,1.000000015,0.000150875,21.92190252,0.003307469,132.885249,0.020049072,81.23524488,0.012256374,278.7785368,0.102718694,253.2740949,0.093321332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2666,1495,1328,1248,4987,76,1,37,279,172,416,429
104,51650010501,Virginia,Hampton,1,5805,2497,0,149,0.0256675,1,1,1,1,1,1,18.6,40750,1,1,1,1,1,0,0,1,4610.722324,5804.999975,4610.722324,2181.448025,2620.304625,2181.448025,5804.999975,0.999999996,2620.304625,0.451387532,1239.000002,0.213436693,947.9999966,0.163307493,1277.999999,0.220155039,4137.00002,0.712661502,168.000002,0.028940569,4.000000028,0.000689061,22.99999978,0.003962102,194.9999998,0.033591731,183.9999999,0.031696813,259.0726226,0.103753553,367.7363542,0.147271267,4610.722324,0.794267412,2181.448025,0.375787773,1019.432749,0.175612877,746.7925941,0.128646442,1021.278537,0.175930842,3262.561166,0.562026041,145.8455751,0.02512413,4.000000028,0.000689061,14.64229246,0.002522359,162.3947927,0.027974986,136.6407981,0.023538467,218.8044207,0.087626921,285.8837125,0.114490874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2777,1239,948,1278,4137,168,4,23,195,184,269,367
105,51650010502,Virginia,Hampton,1,3214,1316,0,0,0,1,1,1,1,1,1,29.3,36434,1,1,1,1,1,0,0,1,1769.048177,2682.746322,1769.048177,1016.617489,1474.226057,1016.617489,2682.746322,0.834706385,1474.226057,0.458688879,881.2906204,0.274203678,124.8742955,0.038853234,382.4377506,0.118991211,2105.390525,0.655068614,27.85786264,0.008667661,1.00000003,0.000311139,7.999999948,0.00248911,158.0601823,0.04917865,133.5212083,0.041543624,288.0116568,0.218853843,323.6915195,0.2459662,1769.048177,0.55041947,1016.617489,0.316309113,604.2127396,0.187994007,67.79246306,0.021092863,166.8516614,0.05191402,1481.772346,0.461036822,19.57796392,0.006091464,0.65656817,0.000204284,4.046900501,0.001259148,96.14272738,0.02991373,84.32652943,0.026237252,196.6247942,0.149410938,210.0171437,0.159587495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1735,983,163,505,2434,48,1,11,215,188,327,393
106,51650010601,Virginia,Hampton,1,2729,1075,0,287,0.1051667,1,1,1,1,1,1,38.5,27159,1,1,1,1,1,0,0,1,1623.61176,2728.999944,1623.61176,894.7588657,1584.402075,894.7588657,2728.999944,0.99999998,1584.402075,0.580579727,623.0000011,0.228288751,184.9999997,0.067790399,539.000001,0.197508245,2064.999956,0.756687415,16.99999945,0.006229388,0.99999997,0.000366435,13.99999976,0.005130084,92.99999882,0.034078417,111.9999972,0.041040673,253.2759915,0.235605573,391.9962899,0.364647711,1623.61176,0.594947512,894.7588657,0.327870599,374.3635584,0.137179758,101.8717765,0.037329343,377.7658551,0.138426477,1181.27486,0.432859971,12.2924894,0.004504393,0.760769427,0.000278772,11.45116903,0.004196104,40.06663967,0.014681803,61.55614532,0.022556301,141.3578595,0.131495683,220.4457933,0.205065854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1238,623,185,539,2065,17,1,14,93,112,192,295
107,51650010602,Virginia,Hampton,1,3091,1272,0,0,0,0,1,0,1,1,1,42.1,31875,0,1,0,1,0,0,0,1,4.762043715,1264.20268,4.762043715,2.701574683,829.9353945,2.701574683,1264.20268,0.40899472,829.9353945,0.268500613,315.0264591,0.101917327,141.725352,0.045850971,249.8395572,0.080828068,921.0027079,0.297962701,0.865366668,0.000279963,0,0,2.064209126,0.000667813,90.43083264,0.029256174,91.38935002,0.029566273,117.4964308,0.092371408,138.7405627,0.109072769,4.762043715,0.001540616,2.701574683,0.000874013,1.581422865,0.000511622,0.954370409,0.000308758,0,0,4.444534004,0.001437895,0,0,0,0,0,0,0.317509681,0.000102721,0.317509681,0.000102721,0.532936163,0.000418975,0.55921679,0.000439636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952,820,401,429,2477,3,0,9,173,171,308,354
108,51650010701,Virginia,Hampton,1,3634,1505,0,11,0.003027,0,1,0,0,0,1,33.3,39507,0,1,0,1,0,0,0,0,388.9468732,1805.371329,388.9468732,105.6721826,544.2045078,105.6721826,1805.371329,0.496800036,544.2045078,0.149753579,416.5468396,0.114624887,287.0367425,0.078986445,988.0955676,0.271903018,652.5469064,0.179567118,56.16998252,0.015456792,0.323448501,8.90062E-05,10.53200087,0.002898184,97.70344059,0.026885922,91.11342658,0.025072489,69.16030819,0.045953693,244.4010479,0.162392723,388.9468732,0.10702996,105.6721826,0.029078751,83.85891369,0.023076201,46.90653956,0.012907688,226.8268349,0.062417951,122.838839,0.033802652,10.42065216,0.002867543,0,0,1.9483013,0.000536131,26.91224183,0.00740568,13.40913717,0.003689911,13.96677422,0.009280249,57.92514754,0.03848847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1844,1058,389,1398,1919,80,5,24,208,178,274,446
109,51650010702,Virginia,Hampton,1,3730,1450,0,5,0.0013405,0,1,0,0,0,1,8.4,52826,0,1,0,1,0,0,0,0,35.67261219,2945.950955,35.67261219,13.35250282,1256.230927,13.35250282,2945.950955,0.789799184,1256.230927,0.336791133,750.2092131,0.201128475,311.7870761,0.083589028,2014.74333,0.540145665,738.1407557,0.197892964,26.40780621,0.007079841,4.627206256,0.001240538,25.61419811,0.006867077,136.4176593,0.036573099,121.6240695,0.032606989,39.72213593,0.027394577,168.5397464,0.116234308,35.67261219,0.009563703,13.35250282,0.003579759,9.920197368,0.00265957,6.597762048,0.001768837,24.78573322,0.006644969,9.065620422,0.002430461,0.90460071,0.00024252,0,0,0.143688932,3.85225E-05,0.772968382,0.00020723,0.353194036,9.46901E-05,0.424508926,0.000292765,1.880086869,0.001296612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1613,925,378,2488,975,41,6,29,191,175,54,230
110,51650010703,Virginia,Hampton,1,3176,1247,0,0,0,0,0,0,0,0,0,2.7,72750,0,1,0,1,0,0,0,0,0,1871.057338,0,0,255.3969813,0,1871.057338,0.589123847,255.3969813,0.080414667,499.5011473,0.157273661,230.6174055,0.072612533,1208.094225,0.380382313,494.420665,0.155674013,46.04462773,0.014497679,4.999999959,0.001574307,6.725155436,0.002117492,110.7726839,0.034878049,125.6040731,0.039547882,21.1001325,0.016920716,7.90703537,0.006340846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,782,460,2151,760,72,5,12,176,172,29,13
111,51650010800,Virginia,Hampton,1,5317,2279,0,0,0,1,1,1,1,1,1,6.2,57526,1,1,1,1,1,0,0,1,717.6278451,4399.472625,717.6278451,383.7749874,1665.212759,383.7749874,4399.472625,0.827435137,1665.212759,0.313186526,874.1889188,0.16441394,691.3349226,0.130023495,2462.267813,0.463093439,1647.408205,0.309837917,111.6026118,0.020989771,6.999999935,0.001316532,22.15421604,0.004166676,149.0397774,0.028030803,163.3603852,0.030724165,166.484619,0.07305161,218.6524874,0.095942294,717.6278451,0.134968562,383.7749874,0.072178858,159.7768826,0.030050194,110.8487492,0.020847987,442.1325933,0.083154522,229.6889503,0.043198975,17.2636273,0.003246874,0.13586545,2.5553E-05,5.805262243,0.00109183,22.60154542,0.004250808,24.47629271,0.004603403,30.28400484,0.013288286,34.56768887,0.01516792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860,1064,872,3113,1829,161,9,26,179,186,181,257
112,51650010900,Virginia,Hampton,1,2092,783,0,5,0.0023901,0,1,0,0,0,1,29.9,47321,0,1,0,1,0,0,0,0,0,668.1393344,0,0,323.0212366,0,668.1393344,0.319378267,323.0212366,0.154407857,180.8992046,0.086471895,74.33386957,0.035532442,132.3038906,0.063242778,489.196688,0.233841629,3.897253915,0.001862932,0.489551831,0.000234011,2.15728603,0.001031207,40.09466817,0.019165711,25.4153114,0.01214881,32.6480481,0.041696102,78.62182942,0.100411021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,582,231,372,1592,17,5,7,99,83,98,236
113,51650011000,Virginia,Hampton,1,6109,2515,0,100,0.0163693,1,1,1,0,0,1,16.9,42135,1,1,1,1,1,0,0,0,922.2958634,3059.826896,922.2958634,358.6706153,1405.428822,358.6706153,3059.826896,0.500871975,1405.428822,0.230058737,608.8444794,0.099663526,386.8410961,0.063323146,1992.710621,0.326192605,820.5302148,0.13431498,43.18433744,0.00706897,5,0.000818465,16.37974942,0.002681249,182.0219618,0.029795705,150.3151913,0.024605531,86.36495969,0.034339944,166.6625694,0.066267423,922.2958634,0.150973296,358.6706153,0.058711837,117.5591301,0.019243596,176.8616052,0.028950991,785.129793,0.128520182,102.4276551,0.016766681,8.891009744,0.001455395,0,0,0,0,25.84739476,0.004231035,18.80841303,0.003078804,33.61862394,0.013367246,58.28848727,0.023176337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2999,1405,694,3353,2248,111,6,29,362,327,141,276
114,51650011100,Virginia,Hampton,0,696,278,0,0,0,0,0,0,0,0,0,2.2,101923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695.9999988,0.999999998,26.76923079,0.038461538,207.9999999,0.298850574,50.0000028,0.071839084,493.0000083,0.708333345,137.9999993,0.198275861,6.000000061,0.00862069,4.999999972,0.007183908,0.999999972,0.001436782,52.99999934,0.076149424,70.99999999,0.102011494,22.81025676,0.082051283,0,0,682.1116951,0.980045539,26.23506526,0.037694059,201.4456576,0.289433416,50.0000028,0.071839084,480.8903443,0.690934403,136.7295424,0.196450492,6.000000061,0.00862069,4.999999972,0.007183908,0.999999972,0.001436782,52.49181658,0.075419277,70.62753515,0.101476344,22.56149762,0.081156466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,208,50,493,138,6,5,1,53,71,16,0
115,51650011200,Virginia,Hampton,1,2839,1279,0,0,0,0,1,0,0,0,1,19.1,43566,0,1,0,1,0,0,0,0,0,1114.338643,0,0,500.9341941,0,1114.338643,0.39251097,500.9341941,0.176447409,206.1320859,0.072607286,173.5760353,0.06113985,714.942544,0.251829005,306.9948707,0.108134861,9.841067046,0.003466385,3.342566474,0.001177375,5.567658588,0.001961134,73.64993336,0.02594221,82.68967207,0.029126337,62.23254655,0.04865719,64.38890637,0.050343164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,552,437,1819,805,25,8,10,172,169,127,155
116,51650011300,Virginia,Hampton,1,2207,853,0,143,0.0647938,0,1,0,0,0,1,22.2,35565,0,1,0,1,0,0,0,0,0,634.6154528,0,0,326.2156857,0,634.6154528,0.287546648,326.2156857,0.147809554,116.6724471,0.052864725,47.52910642,0.021535617,230.0598426,0.10424098,373.0545417,0.169032416,15.89092745,0.007200239,0,0,2.000000011,0.000906208,13.61013936,0.006166805,25.29278774,0.011460257,27.1623051,0.031843265,46.18987282,0.05414991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,516,197,804,1291,27,0,3,82,92,99,184
117,51650011400,Virginia,Hampton,1,2784,280,1,2268,0.8146552,0,1,0,0,0,1,73.3,36250,0,1,0,1,0,0,0,0,78.00639343,2779.290906,78.00639343,60.69232559,2071.376653,60.69232559,2779.290906,0.998308515,2071.376653,0.74402897,34.30235473,0.012321248,89.12794209,0.032014347,108.8605947,0.039102225,2509.604748,0.901438487,8.825588712,0.003170111,3.000000007,0.001077586,7.999999985,0.002873563,141.0000015,0.050646552,100.0000012,0.035919541,51.36671019,0.183452536,42.1470432,0.150525154,78.00639343,0.028019538,60.69232559,0.021800404,0.730515897,0.000262398,0.412900299,0.000148312,1.270462394,0.000456344,72.13050079,0.025908944,0.222330928,7.98602E-05,0.063523121,2.28172E-05,0.190569371,6.84516E-05,4.129003048,0.001483119,2.890301943,0.001038183,0.986264229,0.003522372,0.809242427,0.002890152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,35,90,112,2511,9,3,8,141,100,39,32
118,51650011500,Virginia,Hampton,1,4060,1826,0,0,0,0,0,0,0,0,0,11.1,82206,1,1,1,1,1,0,0,0,2117.662702,3306.315828,2117.662702,614.4376517,845.1877,614.4376517,3306.315828,0.814363504,845.1877,0.20817431,612.6754718,0.150905289,492.8398579,0.121389128,2608.50381,0.642488623,526.4010841,0.129655439,32.79673337,0.008078013,2.999999911,0.000738916,13.10765251,0.003228486,122.5065388,0.030174024,127.7170046,0.03145739,77.26104653,0.042311636,136.6662584,0.07484461,2117.662702,0.521591798,614.4376517,0.151339323,401.8574435,0.098979666,301.846176,0.074346349,1600.483006,0.394207637,397.7501018,0.097968005,23.96351332,0.005902343,1.647504926,0.000405789,10.81595542,0.002664028,83.0026088,0.020443992,92.80696594,0.022858859,71.57895994,0.039199869,85.97377977,0.047083121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007,761,663,3209,629,42,3,25,152,151,82,162
119,51650011600,Virginia,Hampton,1,2712,1107,0,25,0.0092183,0,1,0,0,0,1,24.4,39375,0,1,0,1,0,0,0,0,0,604.0077475,0,0,343.3619866,0,604.0077475,0.222716721,343.3619866,0.126608402,129.6156868,0.047793395,65.06763801,0.023992492,153.6974582,0.056673104,407.7807404,0.15036163,3.760413092,0.001386583,0,0,2.730419926,0.001006792,36.03872379,0.013288615,46.22163453,0.017043376,27.34084864,0.024698147,27.86247212,0.025169352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455,597,251,794,1714,48,0,16,140,153,101,124
120,51650011800,Virginia,Hampton,1,4880,1903,0,110,0.022541,1,1,1,1,1,1,20.1,44667,1,1,1,1,1,0,0,1,1785.292214,4877.351602,1785.292214,696.5391162,2126.478971,696.5391162,4877.351602,0.999457296,2126.478971,0.435753888,1153.729757,0.236420032,713.8919042,0.146289325,1352.486636,0.277148901,3263.081186,0.668664177,25.78380583,0.005283567,5.000000056,0.00102459,32.0000005,0.006557377,198.9999993,0.040778688,170.9999997,0.035040984,155.093374,0.081499408,359.438658,0.188880009,1785.292214,0.365838568,696.5391162,0.142733425,428.0943313,0.087724248,262.4816255,0.053787218,404.0324215,0.082793529,1296.138797,0.265602213,1.441021621,0.000295291,1,0.000204918,15.7706789,0.003231696,66.9092992,0.013710922,48.15989519,0.009868831,65.93250399,0.034646613,137.1646581,0.072078118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2035,1154,714,1354,3264,26,5,32,199,171,146,364
121,51650011900,Virginia,Hampton,1,3178,1268,0,4,0.0012587,1,1,1,1,1,1,25.8,46400,1,1,1,1,1,0,0,1,3063.783946,3177.99999,3063.783946,1411.516693,1449.160757,1411.516693,3177.99999,0.999999997,1449.160757,0.455997721,797.9999961,0.25110132,486.9999978,0.153241031,180.999999,0.056954059,2851.999992,0.897419758,21.00000022,0.00660793,0,0,18.00000029,0.00566394,106.0000011,0.033354311,94.99999945,0.029893014,185.8549329,0.146573291,203.9870643,0.160873079,3063.783946,0.964060398,1411.516693,0.444152515,767.7651037,0.241587509,473.7013696,0.149056441,172.1846919,0.054180205,2749.299233,0.865103597,20.86783156,0.006566341,0,0,17.88266936,0.00562702,103.5495228,0.032583236,88.43018416,0.027825734,177.415567,0.13991764,196.8793957,0.155267662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503,798,487,181,2852,21,0,18,106,95,171,199
122,51650012000,Virginia,Hampton,1,3217,1325,0,0,0,1,1,1,1,1,1,22.9,34352,1,1,1,1,1,0,0,1,3216.999977,3216.999977,3216.999977,1676.187281,1676.187281,1676.187281,3216.999977,0.999999993,1676.187281,0.521040498,750.9999935,0.233447309,442.0000006,0.137395089,561.9999939,0.174696921,2406.999999,0.74821262,67.00000033,0.020826857,4,0.001243394,17.00000026,0.005284427,159.9999987,0.049735778,108.9999989,0.033882499,152.8132847,0.115330781,252.8897834,0.190860214,3216.999977,0.999999993,1676.187281,0.521040498,750.9999935,0.233447309,442.0000006,0.137395089,561.9999939,0.174696921,2406.999999,0.74821262,67.00000033,0.020826857,4,0.001243394,17.00000026,0.005284427,159.9999987,0.049735778,108.9999989,0.033882499,152.8132847,0.115330781,252.8897834,0.190860214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1404,751,442,562,2407,67,4,17,160,109,134,213
